TransactionID,CustomerID,Purchase Date,Amount
106,6,2025-10-31,107.19
107,6,2026-05-07,168.27
108,6,2025-10-22,63.35
109,6,2025-12-10,93.67
110,6,2026-06-25,138.52
111,6,2026-06-27,63.47
112,6,2026-03-03,89.37
113,6,2026-03-17,88.47
114,6,2026-06-18,49.89
115,7,2026-08-07,72.41
116,7,2026-06-08,102.26
117,7,2026-04-11,63.58
118,7,2026-08-06,41.63
119,7,2026-05-29,77.07
120,7,2026-02-16,124.58
121,7,2026-04-11,102.45
122,7,2025-10-28,107.89
123,7,2026-07-09,99.2
124,7,2025-12-23,107.97
125,7,2026-02-01,114.22
126,7,2026-01-16,79.54
127,7,2026-01-07,93.42
128,7,2026-07-22,197.21
129,8,2026-08-20,117.39
130,8,2025-12-03,95.0
131,8,2025-10-22,57.56
132,8,2026-05-15,127.46
133,8,2026-04-05,47.97
134,8,2026-05-15,144.06
135,8,2025-10-05,87.71
136,8,2026-03-15,32.42
137,8,2026-07-14,97.52
138,8,2026-08-17,74.97
139,8,2025-10-02,70.05
140,8,2026-06-04,64.58
141,8,2025-12-10,84.99
142,8,2026-08-11,72.35
143,8,2025-10-29,39.03
144,8,2026-01-18,159.53
145,8,2026-06-08,80.63
146,8,2025-11-01,64.74
147,8,2026-05-15,54.16
148,8,2025-09-26,127.31
149,9,2026-09-19,381.09
150,9,2026-04-22,317.71
151,9,2026-01-09,88.02
152,9,2026-01-07,108.16
153,9,2026-03-14,274.28
154,9,2025-10-19,184.73
155,9,2025-11-09,412.55
156,9,2026-07-25,277.12
157,9,2026-06-30,240.29
158,9,2025-10-12,132.59
159,9,2026-04-28,261.98
160,9,2026-05-31,118.28
161,9,2025-12-08,377.84
162,9,2026-02-15,253.93
163,9,2026-08-03,144.88
164,9,2026-08-18,301.63
165,9,2025-12-03,575.82
166,9,2025-12-19,190.41
167,9,2026-05-16,269.02
168,9,2025-11-14,172.91
169,9,2026-08-05,218.22
170,9,2025-11-12,106.58
171,9,2026-08-22,209.95
172,9,2026-02-03,214.16
173,9,2025-11-21,471.85
174,9,2026-02-09,93.63
175,9,2025-12-14,185.07
176,9,2026-05-19,374.94
177,9,2026-06-08,188.35
178,9,2026-06-16,194.42
179,9,2026-08-09,144.34
180,10,2026-09-14,47.68
181,10,2026-04-24,34.2
182,10,2025-11-05,42.57
183,10,2026-08-03,17.88
184,10,2026-02-22,42.26
185,10,2026-05-15,37.58
186,10,2026-08-29,29.57
187,10,2026-02-07,32.08
188,10,2026-01-08,37.41
189,10,2025-10-10,70.33
190,10,2026-03-19,73.56
191,10,2026-05-22,29.64
192,10,2025-11-16,35.64
193,10,2026-06-19,36.05
194,10,2026-01-16,64.78
195,10,2025-10-16,48.05
196,10,2026-09-13,46.92
197,10,2025-10-22,57.28
198,10,2026-07-04,34.41
199,11,2026-09-16,52.65
200,11,2026-03-09,105.23
201,11,2025-10-12,38.09
202,11,2026-06-25,57.22
203,11,2026-06-05,45.5
204,11,2026-08-05,45.49
205,11,2026-03-08,41.78
206,11,2026-07-06,30.59
207,11,2025-11-16,52.33
208,11,2026-06-05,39.52
209,11,2026-01-23,29.95
210,11,2026-07-11,71.03
211,11,2026-05-25,47.05
212,11,2026-07-18,40.61
213,11,2026-03-04,82.24
214,11,2026-09-07,19.7
215,11,2026-08-18,79.79
216,11,2026-03-22,30.28
217,11,2026-03-06,49.49
218,11,2026-05-22,34.54
219,11,2026-04-16,29.7
220,11,2026-04-21,81.28
221,11,2025-12-21,103.75
222,11,2026-04-11,40.74
223,12,2026-06-17,95.01
224,12,2025-11-05,41.57
225,12,2026-02-22,65.2
226,12,2026-03-03,135.36
227,12,2025-12-11,92.49
228,12,2026-02-26,106.18
229,12,2026-05-07,95.56
230,12,2025-10-01,241.34
231,12,2026-03-17,74.15
232,12,2026-04-05,185.35
233,12,2026-05-30,95.57
234,12,2026-02-13,192.91
235,12,2025-09-29,51.86
236,12,2026-05-06,97.8
237,12,2026-04-14,75.39
238,12,2026-05-01,95.83
239,12,2026-05-24,156.0
240,12,2026-01-09,106.73
241,12,2026-03-30,155.86
242,12,2025-11-30,66.57
243,13,2025-11-09,35.39
244,13,2025-10-07,71.45
245,13,2025-10-09,33.6
246,13,2025-10-03,45.0
247,13,2025-11-02,40.98
248,13,2025-09-27,34.45
249,14,2026-07-30,37.8
250,14,2025-11-28,135.44
251,14,2026-03-13,96.66
252,14,2026-02-20,111.33
253,14,2025-12-02,73.75
254,14,2026-05-07,48.27
255,14,2025-11-17,52.78
256,14,2026-05-05,79.62
257,14,2026-06-17,50.77
258,14,2025-12-16,103.34
259,14,2025-12-24,73.09
260,14,2026-04-18,97.81
261,14,2026-01-12,96.51
262,14,2025-12-18,107.11
263,14,2025-11-30,112.68
264,14,2025-10-10,77.1
265,14,2025-11-09,97.77
266,15,2026-08-26,65.93
267,15,2026-04-01,40.55
268,15,2026-08-26,41.04
269,15,2026-03-21,33.62
270,15,2026-06-30,48.53
271,15,2026-06-21,35.48
272,15,2026-07-20,37.03
273,15,2025-12-25,58.95
274,15,2026-03-16,76.68
275,15,2025-10-13,53.83
276,15,2026-04-16,100.9
277,15,2026-06-13,32.76
278,15,2026-06-19,19.68
279,15,2025-10-11,62.07
280,15,2026-02-10,31.8
281,15,2026-05-10,39.79
282,15,2026-01-19,20.29
283,15,2026-02-21,30.02
284,15,2026-07-19,22.89
285,15,2026-01-03,37.01
286,15,2026-07-18,37.68
287,15,2026-06-21,46.86
288,15,2025-12-31,78.61
289,15,2026-03-31,61.02
290,15,2026-06-13,21.69
291,15,2026-08-04,59.16
292,15,2026-02-09,47.32
293,16,2026-07-28,77.85
294,16,2025-12-27,113.86
295,16,2026-05-15,113.35
296,16,2026-05-12,65.18
297,16,2026-05-31,121.91
298,16,2026-01-07,179.95
299,16,2026-03-03,94.76
300,16,2026-05-19,71.06
301,16,2025-11-03,96.94
302,16,2026-01-09,154.24
303,16,2026-03-27,60.47
304,17,2026-09-03,30.38
305,17,2026-03-11,31.23
306,17,2026-02-16,41.48
307,17,2026-07-31,109.92
308,17,2026-04-22,29.57
309,17,2026-06-12,28.99
310,17,2026-01-26,27.02
311,17,2025-11-12,59.9
312,17,2026-08-21,44.17
313,17,2025-12-10,30.06
314,17,2025-10-24,38.22
315,17,2025-09-27,31.52
316,17,2026-01-20,51.41
317,17,2026-05-19,150.6
318,17,2026-07-16,57.66
319,17,2025-10-14,43.16
320,17,2026-04-15,33.36
321,17,2026-05-09,24.58
322,17,2025-12-26,62.6
323,17,2026-01-01,61.09
324,17,2025-11-30,36.49
325,17,2025-11-05,77.69
326,17,2025-11-07,45.43
327,17,2026-07-07,63.77
328,17,2026-07-07,51.42
329,18,2026-09-21,161.07
330,18,2026-07-09,225.79
331,18,2026-06-28,171.67
332,18,2026-01-13,178.77
333,18,2026-06-24,99.44
334,18,2026-09-11,207.7
335,18,2026-06-17,314.73
336,18,2026-04-05,215.5
337,18,2025-12-18,343.04
338,18,2026-09-03,272.67
339,18,2025-11-07,204.45
340,18,2026-05-25,158.31
341,18,2026-05-21,168.73
342,18,2026-09-16,108.35
343,18,2026-06-14,186.22
344,18,2026-04-05,224.26
345,18,2026-02-07,454.43
346,18,2025-12-19,266.36
347,18,2026-03-17,142.3
348,18,2026-08-16,109.88
349,18,2026-05-03,191.36
350,18,2025-12-30,302.6
351,18,2026-02-03,190.15
352,18,2026-02-23,268.0
353,18,2026-03-22,193.56
354,18,2026-03-23,289.96
355,18,2025-09-28,102.34
356,18,2026-02-17,432.24
357,18,2026-02-18,127.29
358,18,2026-05-23,300.15
359,18,2026-03-29,185.79
360,18,2026-01-08,199.33
361,18,2025-11-16,188.41
362,18,2025-12-14,235.6
363,19,2026-06-17,23.93
364,19,2026-02-12,191.53
365,19,2026-03-10,78.72
366,19,2025-12-04,62.14
367,19,2026-02-01,54.27
368,19,2026-05-11,77.36
369,19,2026-06-04,69.87
370,19,2026-04-02,64.6
371,19,2026-05-07,66.21
372,19,2025-10-28,114.23
373,19,2026-04-07,224.41
374,19,2025-12-31,130.2
375,19,2026-05-15,149.15
376,19,2026-02-20,75.94
377,19,2025-10-13,94.34
378,19,2025-12-29,109.04
379,19,2026-04-02,66.89
380,19,2025-12-01,74.31
381,19,2026-02-05,132.21
382,20,2026-05-16,36.19
383,20,2025-11-28,33.68
384,20,2025-12-09,17.47
385,20,2026-02-06,26.77
386,21,2026-06-11,55.83
387,21,2026-05-03,36.87
388,21,2026-02-07,86.77
389,21,2026-05-15,22.74
390,22,2026-07-19,134.83
391,22,2026-06-08,150.43
392,22,2025-11-27,90.19
393,22,2026-03-20,113.77
394,22,2026-04-07,118.88
395,22,2026-07-12,57.28
396,22,2026-05-09,66.01
397,22,2026-07-16,113.46
398,23,2026-09-09,76.74
399,23,2025-12-30,117.26
400,23,2026-01-17,63.31
401,23,2026-07-18,214.25
402,23,2026-06-30,42.06
403,23,2025-10-18,194.76
404,23,2026-09-09,93.72
405,23,2026-03-18,115.4
406,23,2026-02-13,164.08
407,23,2025-11-21,132.39
408,23,2025-11-01,64.8
409,23,2026-06-03,117.9
410,23,2026-03-18,208.55
411,23,2026-01-31,60.37
412,24,2026-08-29,77.74
413,24,2026-06-03,105.59
414,24,2026-01-13,93.01
415,24,2026-08-09,65.65
416,24,2026-04-01,95.24
417,24,2026-06-16,87.97
418,24,2026-02-05,53.9
419,24,2026-08-03,79.04
420,24,2025-11-22,116.81
421,24,2026-05-30,116.43
422,24,2026-03-09,81.15
423,24,2026-02-17,122.04
424,25,2026-08-19,71.5
425,25,2026-03-17,57.08
426,25,2025-11-03,83.51
427,25,2026-03-12,80.46
428,25,2026-01-16,62.57
429,25,2025-12-22,290.24
430,25,2025-11-04,103.88
431,25,2026-02-09,110.91
432,25,2026-05-15,73.11
433,26,2026-08-29,88.71
434,26,2026-06-22,126.62
435,26,2026-05-09,106.32
436,26,2026-01-07,188.16
437,27,2026-09-09,71.33
438,27,2026-07-13,61.81
439,27,2025-12-03,43.27
440,27,2026-04-15,50.21
441,27,2026-04-30,31.0
442,27,2025-11-15,93.47
443,27,2025-11-04,114.11
444,27,2026-06-20,48.46
445,27,2026-05-09,144.38
446,27,2026-04-19,33.13
447,27,2025-11-20,25.63
448,27,2026-01-18,32.7
449,27,2026-03-03,40.77
450,27,2026-06-19,127.37
451,27,2026-04-28,39.65
452,27,2026-08-30,30.56
453,27,2026-01-07,30.03
454,27,2025-10-24,75.16
455,27,2025-12-09,70.49
456,27,2026-05-25,36.17
457,27,2026-03-25,19.35
458,27,2025-10-10,27.08
459,27,2026-04-14,97.63
460,28,2026-08-24,374.21
461,28,2025-10-19,394.63
462,28,2026-07-13,139.68
463,28,2026-01-19,180.89
464,28,2026-08-23,139.7
465,28,2025-11-25,198.91
466,28,2026-01-05,220.44
467,28,2025-11-19,179.29
468,28,2025-10-18,92.63
469,28,2025-11-20,161.69
470,28,2026-01-30,288.21
471,28,2025-11-18,191.16
472,28,2026-07-23,181.23
473,28,2026-01-22,138.14
474,28,2025-09-29,159.59
475,28,2026-04-21,395.89
476,28,2025-10-04,125.74
477,28,2026-03-09,290.46
478,28,2026-03-22,214.49
479,28,2026-05-17,234.46
480,28,2026-07-20,151.04
481,28,2025-11-06,179.25
482,28,2025-12-27,209.46
483,28,2026-04-13,166.14
484,28,2025-10-08,243.78
485,28,2026-06-24,258.0
486,28,2025-12-08,558.26
487,28,2026-03-27,238.01
488,28,2026-01-29,88.82
489,29,2026-09-19,259.6
490,29,2025-10-13,201.0
491,29,2026-06-10,255.41
492,29,2025-12-23,244.66
493,29,2026-02-07,173.38
494,29,2026-08-28,108.93
495,29,2026-03-29,104.74
496,29,2026-07-12,819.83
497,29,2026-01-01,408.42
498,29,2026-04-12,383.83
499,29,2026-05-15,155.02
500,29,2026-08-27,210.9
501,29,2026-08-04,145.5
502,29,2025-12-19,116.36
503,29,2025-11-14,161.12
504,29,2026-06-07,381.42
505,29,2025-11-26,306.57
506,29,2026-03-05,135.72
507,29,2026-05-16,182.26
508,29,2026-04-10,294.19
509,29,2026-01-15,162.42
510,29,2025-10-28,217.66
511,29,2026-03-27,251.62
512,29,2026-05-18,250.39
513,29,2025-12-20,235.44
514,29,2026-03-15,156.48
515,29,2026-05-02,163.89
516,29,2026-04-07,126.09
517,29,2026-03-11,104.01
518,29,2026-07-31,199.43
519,29,2026-08-30,303.21
520,29,2026-01-24,112.84
521,30,2026-03-23,21.43
522,30,2026-02-20,40.95
523,30,2026-01-15,21.99
524,30,2026-02-14,29.29
525,31,2026-08-14,14.49
526,31,2025-12-31,46.9
527,31,2026-03-03,27.71
528,32,2026-08-14,124.52
529,32,2026-03-16,73.74
530,32,2026-04-02,67.44
531,32,2026-03-21,88.01
532,32,2026-03-25,63.93
533,32,2026-03-13,56.05
534,32,2025-11-01,34.54
535,32,2025-12-30,44.82
536,32,2026-08-03,219.92
537,32,2026-07-27,66.98
538,32,2026-08-07,211.95
539,32,2026-01-03,107.9
540,32,2026-06-09,88.01
541,33,2026-08-23,114.68
542,33,2026-01-10,91.61
543,33,2026-06-24,210.79
544,33,2026-07-19,67.6
545,33,2026-02-07,107.48
546,34,2026-08-08,41.4
547,34,2026-03-19,39.01
548,34,2026-08-05,36.89
549,34,2026-05-03,63.41
550,34,2026-04-01,20.28
551,34,2025-10-03,91.39
552,34,2025-11-19,47.83
553,34,2026-06-23,59.21
554,34,2026-08-08,62.36
555,34,2026-02-22,32.72
556,34,2026-02-20,29.82
557,34,2025-12-18,28.28
558,34,2026-05-18,40.26
559,34,2025-11-24,61.64
560,34,2026-03-31,34.6
561,34,2026-04-24,59.16
562,34,2026-03-28,15.5
563,34,2025-10-13,37.83
564,35,2026-09-16,33.88
565,35,2026-04-30,44.41
566,35,2026-08-15,26.27
567,35,2025-12-29,18.26
568,35,2025-12-21,41.89
569,35,2026-04-07,58.23
570,35,2026-01-02,58.73
571,35,2026-03-04,66.72
572,35,2025-12-27,22.37
573,35,2026-01-20,46.19
574,35,2026-04-07,39.88
575,35,2026-01-27,43.27
576,35,2026-05-26,40.91
577,35,2025-12-24,33.43
578,35,2025-10-26,11.57
579,35,2026-07-05,75.91
580,35,2026-01-22,52.2
581,35,2026-08-08,23.07
582,35,2026-05-05,55.68
583,35,2026-01-21,36.8
584,35,2026-06-10,37.27
585,36,2026-07-19,77.75
586,36,2026-05-10,85.05
587,36,2025-12-07,120.49
588,36,2026-03-13,52.48
589,37,2026-09-07,112.42
590,37,2026-02-08,178.54
591,37,2026-03-08,227.41
592,37,2025-11-28,177.57
593,37,2025-10-04,168.78
594,37,2026-08-29,243.28
595,37,2026-05-23,415.21
596,37,2026-05-15,224.16
597,37,2026-02-24,351.42
598,37,2026-05-28,277.78
599,37,2026-05-23,342.09
600,37,2026-08-30,159.61
601,37,2026-09-06,191.33
602,37,2026-04-04,191.69
603,37,2025-09-26,268.52
604,37,2026-05-28,299.97
605,37,2026-06-16,222.16
606,37,2026-06-08,311.57
607,37,2025-10-05,162.98
608,37,2026-01-20,312.79
609,37,2026-01-24,331.7
610,37,2026-07-04,284.86
611,37,2025-10-29,223.07
612,37,2026-07-01,289.48
613,37,2025-10-07,140.44
614,37,2025-10-12,229.61
615,37,2026-02-22,240.41
616,37,2025-11-10,115.45
617,37,2025-09-26,260.0
618,37,2026-02-18,119.72
619,37,2025-12-15,173.22
620,37,2026-02-15,213.79
621,37,2026-03-10,151.15
622,37,2026-05-14,217.95
623,37,2026-01-23,216.38
624,37,2026-06-07,145.19
625,37,2026-07-02,271.16
626,37,2026-06-04,148.89
627,37,2026-09-04,587.98
628,37,2025-10-18,199.9
629,38,2026-08-15,80.36
630,38,2026-05-24,31.48
631,38,2026-07-01,33.17
632,38,2026-07-26,30.99
633,38,2025-11-16,31.63
634,38,2026-07-27,88.09
635,38,2025-12-13,40.32
636,38,2026-06-26,42.8
637,38,2025-10-23,63.76
638,38,2025-11-14,21.29
639,38,2026-01-24,46.08
640,38,2025-11-20,27.47
641,38,2026-05-11,39.42
642,38,2025-12-05,34.56
643,38,2026-06-05,33.77
644,38,2026-01-28,49.81
645,38,2025-10-22,49.71
646,38,2025-12-24,40.76
647,38,2026-05-20,53.17
648,38,2025-12-19,30.44
649,38,2025-11-02,61.15
650,38,2025-10-31,41.01
651,38,2025-12-19,36.2
652,38,2025-12-21,31.47
653,38,2025-12-04,40.37
654,38,2025-12-20,104.42
655,39,2026-06-20,80.49
656,39,2026-01-09,196.96
657,39,2026-04-15,65.48
658,40,2026-04-17,15.18
659,40,2026-01-08,14.36
660,40,2026-01-28,20.97
661,40,2026-03-27,43.26
662,41,2026-08-28,45.58
663,41,2026-02-04,57.57
664,41,2026-04-19,93.57
665,41,2026-06-23,48.92
666,41,2025-10-20,29.89
667,41,2025-12-01,19.86
668,41,2026-05-15,61.3
669,41,2026-06-10,30.43
670,41,2026-07-14,66.47
671,41,2025-12-23,84.39
672,41,2025-10-23,22.46
673,41,2026-05-28,57.74
674,41,2026-01-25,80.51
675,41,2026-06-10,71.18
676,41,2025-10-23,17.52
677,41,2026-05-20,30.65
678,41,2026-07-27,25.29
679,41,2025-11-05,56.95
680,41,2025-10-14,54.2
681,41,2026-04-17,13.36
682,41,2025-10-27,39.3
683,41,2026-06-07,64.52
684,41,2026-05-29,48.1
685,42,2026-09-01,111.55
686,42,2026-03-03,95.27
687,42,2025-10-17,112.55
688,42,2026-07-20,50.95
689,42,2026-06-26,201.48
690,42,2025-11-04,123.91
691,42,2026-04-13,79.06
692,42,2026-08-11,59.08
693,42,2026-07-17,146.13
694,42,2026-04-13,54.82
695,42,2026-02-23,248.99
696,42,2026-01-29,68.3
697,42,2026-07-11,195.2
698,42,2026-04-28,82.83
699,42,2026-06-04,183.3
700,42,2026-03-03,64.66
701,42,2026-05-15,90.77
702,42,2026-06-24,129.28
703,43,2026-06-13,32.02
704,43,2025-10-31,28.64
705,43,2026-03-03,60.88
706,43,2026-01-06,47.26
707,43,2025-10-29,34.18
708,43,2026-05-11,21.28
709,44,2026-08-24,190.84
710,44,2026-05-01,104.57
711,44,2026-01-30,82.95
712,44,2026-05-14,110.18
713,44,2026-01-19,141.82
714,45,2026-09-15,63.85
715,45,2026-02-26,117.24
716,45,2026-05-12,58.4
717,45,2025-12-23,44.84
718,45,2026-05-22,59.78
719,45,2026-03-18,75.69
720,45,2026-01-23,77.04
721,45,2026-07-06,84.93
722,45,2026-08-01,143.23
723,45,2025-11-18,157.9
724,45,2026-06-02,221.91
725,46,2026-08-02,78.45
726,46,2026-04-19,45.7
727,46,2026-04-10,174.53
728,46,2026-05-31,125.87
729,46,2025-09-30,77.06
730,46,2025-10-24,161.88
731,46,2026-07-01,67.77
732,46,2026-02-06,39.36
733,46,2026-07-31,141.62
734,46,2026-03-13,50.63
735,46,2026-06-15,82.41
736,46,2025-12-13,98.75
737,46,2026-07-11,107.05
738,46,2025-10-26,131.84
739,46,2026-05-23,116.89
740,47,2026-09-02,55.72
741,47,2026-06-05,52.76
742,47,2026-02-08,28.05
743,47,2025-11-15,63.04
744,47,2026-06-06,30.14
745,47,2026-01-01,80.91
746,47,2026-07-28,57.11
747,47,2026-08-26,27.04
748,47,2026-01-26,35.47
749,47,2026-08-10,35.19
750,47,2026-05-31,48.36
751,47,2025-12-05,41.05
752,47,2026-03-16,26.87
753,47,2026-04-27,24.03
754,47,2026-05-26,57.61
755,47,2026-01-17,51.19
756,47,2025-10-11,47.19
757,47,2025-12-24,50.83
758,47,2026-05-03,34.06
759,47,2026-04-11,48.88
760,47,2026-07-29,141.03
761,47,2026-07-15,76.34
762,47,2026-06-03,39.52
763,47,2026-04-23,35.56
764,47,2025-09-29,12.42
765,47,2025-11-09,72.79
766,47,2026-07-26,64.11
767,47,2026-05-12,35.23
768,47,2026-08-14,23.63
769,47,2026-08-12,26.76
770,47,2026-04-27,54.96
771,47,2025-10-09,43.23
772,48,2026-04-13,81.97
773,48,2026-01-14,397.51
774,48,2026-04-12,75.28
775,48,2025-09-30,270.79
776,48,2025-11-23,147.04
777,48,2026-02-06,66.1
778,48,2025-12-12,116.56
779,48,2025-12-12,148.57
780,49,2026-05-25,32.47
781,49,2026-01-12,12.9
782,49,2026-05-15,32.37
783,50,2026-09-18,319.53
784,50,2026-09-16,428.76
785,50,2026-08-29,457.0
786,50,2026-06-28,83.64
787,50,2026-07-26,122.73
788,50,2025-12-08,93.08
789,50,2025-10-25,279.07
790,50,2026-02-07,153.73
791,50,2025-12-21,168.51
792,50,2025-12-20,190.5
793,50,2025-11-08,249.45
794,50,2026-08-14,107.63
795,50,2025-09-27,119.18
796,50,2026-04-07,210.12
797,50,2026-03-08,360.16
798,50,2025-12-07,207.61
799,50,2026-03-26,147.06
800,50,2026-06-15,79.87
801,50,2026-09-12,322.41
802,50,2026-07-20,150.8
803,50,2026-08-19,125.31
804,50,2026-05-05,97.05
805,50,2025-12-14,109.89
806,50,2026-05-22,136.26
807,51,2026-07-23,112.91
808,51,2026-06-06,113.55
809,52,2026-09-08,249.31
810,52,2026-05-18,151.89
811,52,2026-02-21,354.73
812,52,2026-01-12,268.72
813,52,2026-07-21,160.46
814,52,2026-08-01,412.9
815,52,2026-02-28,320.49
816,52,2026-06-24,144.68
817,52,2025-10-03,196.11
818,52,2026-07-04,265.0
819,52,2026-07-25,178.25
820,52,2026-05-16,180.66
821,52,2026-05-16,213.5
822,52,2026-07-15,130.0
823,52,2026-01-20,76.89
824,52,2026-05-11,233.86
825,52,2026-03-09,85.81
826,52,2026-06-16,134.32
827,52,2026-08-06,94.62
828,52,2026-08-18,100.01
829,52,2026-08-21,254.42
830,52,2025-11-10,190.01
831,52,2026-06-08,186.95
832,52,2026-05-25,116.16
833,52,2026-02-19,156.33
834,52,2026-08-06,248.77
835,52,2026-02-11,205.13
836,52,2026-03-11,304.09
837,52,2025-12-07,324.21
838,53,2026-09-08,49.87
839,53,2026-07-28,157.49
840,53,2025-09-29,133.41
841,53,2026-03-03,129.33
842,53,2026-01-29,165.96
843,53,2026-02-12,74.26
844,53,2026-03-16,78.55
845,53,2026-02-01,194.27
846,53,2025-10-29,119.65
847,53,2026-01-03,33.15
848,53,2025-11-17,110.44
849,53,2026-02-28,69.27
850,53,2025-12-13,134.83
851,53,2025-11-08,108.15
852,54,2025-10-30,82.3
853,54,2025-10-27,45.29
854,54,2025-10-17,32.92
855,54,2025-09-30,36.45
856,55,2026-08-27,31.26
857,55,2026-05-06,18.94
858,55,2026-06-02,58.16
859,55,2025-09-30,49.0
860,55,2026-03-08,61.25
861,56,2026-08-02,73.8
862,56,2025-12-21,80.69
863,56,2026-01-04,106.01
864,56,2026-05-13,159.56
865,56,2026-05-07,61.43
866,56,2026-01-16,77.35
867,56,2026-05-05,63.79
868,56,2026-05-17,61.94
869,56,2026-01-30,68.87
870,57,2026-08-11,18.08
871,57,2026-01-20,57.05
872,57,2025-12-29,38.04
873,57,2025-12-29,63.86
874,57,2025-10-18,55.89
875,57,2026-01-02,38.48
876,57,2026-04-18,71.31
877,57,2026-01-09,49.35
878,57,2025-11-29,48.44
879,57,2026-02-27,42.29
880,57,2025-11-30,95.99
881,57,2025-10-06,32.65
882,57,2025-12-13,38.92
883,57,2026-03-04,25.79
884,57,2026-03-07,62.41
885,57,2025-11-16,34.63
886,57,2025-11-05,36.42
887,57,2026-05-19,35.66
888,57,2026-08-08,46.29
889,57,2025-11-26,25.63
890,58,2026-09-24,69.66
891,58,2026-05-11,43.3
892,58,2026-08-12,146.72
893,58,2026-05-07,35.65
894,58,2025-12-21,70.65
895,58,2025-10-12,63.4
896,58,2026-07-11,32.84
897,58,2026-05-20,37.18
898,58,2025-11-09,71.15
899,58,2026-06-03,48.03
900,58,2026-06-27,52.39
901,58,2025-11-26,21.55
902,58,2026-03-29,60.45
903,58,2026-02-24,51.21
904,58,2026-03-31,43.72
905,58,2026-02-17,52.93
906,58,2026-06-19,37.43
907,58,2026-01-01,34.48
908,58,2026-05-16,40.36
909,58,2026-03-18,36.52
910,58,2026-07-19,120.05
911,58,2026-09-20,67.83
912,58,2026-03-01,29.1
913,58,2026-08-05,112.5
914,59,2026-09-07,110.15
915,59,2025-10-26,170.2
916,59,2026-03-15,200.0
917,59,2025-10-30,163.54
918,59,2026-05-09,245.95
919,59,2026-01-09,162.6
920,59,2025-10-30,139.15
921,59,2026-07-16,276.66
922,59,2026-02-23,388.9
923,59,2025-10-24,127.6
924,59,2026-02-27,234.34
925,59,2025-11-02,89.11
926,59,2026-04-15,108.15
927,59,2025-11-04,161.12
928,59,2026-02-01,349.96
929,59,2026-03-25,147.92
930,59,2026-06-25,145.45
